bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
PIN4K_SC	Phosphatidylinositol 4 kinase  yeast specific	atp_c + 0.01 ptd1ino_SC_c <-> adp_c + h_c + 0.01 ptd4ino_SC_c	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143288	PIN4K_SC
PIt2m	Phosphate transporter  mitochondrial	h_c + pi_c <-> h_m + pi_m	iND750; iMM904; RECON1; iCHOv1; iMM1415; iRC1080; iIS312_Amastigote; iIS312; iIS312_Epimastigote; iCHOv1_DG44; iIS312_Trypomastigote; iLB1027_lipid	RHEA: http://identifiers.org/rhea/29939; RHEA: http://identifiers.org/rhea/29940; RHEA: http://identifiers.org/rhea/29941; RHEA: http://identifiers.org/rhea/29942; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-114; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102872; SEED Reaction: http://identifiers.org/seed.reaction/rxn05312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09120; SEED Reaction: http://identifiers.org/seed.reaction/rxn09723; SEED Reaction: http://identifiers.org/seed.reaction/rxn09811; SEED Reaction: http://identifiers.org/seed.reaction/rxn09833; SEED Reaction: http://identifiers.org/seed.reaction/rxn09872	PIt2m; PIt_m; PItm
PIt2n	Phosphate nuclear transport via proton symport	h_c + pi_c <-> h_n + pi_n	iND750; iMM904	RHEA: http://identifiers.org/rhea/29939; RHEA: http://identifiers.org/rhea/29940; RHEA: http://identifiers.org/rhea/29941; RHEA: http://identifiers.org/rhea/29942; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-114; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102872; SEED Reaction: http://identifiers.org/seed.reaction/rxn05312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09120; SEED Reaction: http://identifiers.org/seed.reaction/rxn09723; SEED Reaction: http://identifiers.org/seed.reaction/rxn09811; SEED Reaction: http://identifiers.org/seed.reaction/rxn09833; SEED Reaction: http://identifiers.org/seed.reaction/rxn09872	PIt2n
PIt2p	Phosphate peroxisomal transport via proton symport	h_c + pi_c <-> h_x + pi_x	iND750; iMM904; iLB1027_lipid; iRC1080	RHEA: http://identifiers.org/rhea/29939; RHEA: http://identifiers.org/rhea/29940; RHEA: http://identifiers.org/rhea/29941; RHEA: http://identifiers.org/rhea/29942; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-114; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102872; SEED Reaction: http://identifiers.org/seed.reaction/rxn05312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09120; SEED Reaction: http://identifiers.org/seed.reaction/rxn09723; SEED Reaction: http://identifiers.org/seed.reaction/rxn09811; SEED Reaction: http://identifiers.org/seed.reaction/rxn09833; SEED Reaction: http://identifiers.org/seed.reaction/rxn09872	PIt2p; PIt_x; PItx
PIt2v	Phosphate vacuolar transport via proton symport	h_c + pi_c <-> h_v + pi_v	iMM904; iND750	RHEA: http://identifiers.org/rhea/29939; RHEA: http://identifiers.org/rhea/29940; RHEA: http://identifiers.org/rhea/29941; RHEA: http://identifiers.org/rhea/29942; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-114; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102872; SEED Reaction: http://identifiers.org/seed.reaction/rxn05312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09120; SEED Reaction: http://identifiers.org/seed.reaction/rxn09723; SEED Reaction: http://identifiers.org/seed.reaction/rxn09811; SEED Reaction: http://identifiers.org/seed.reaction/rxn09833; SEED Reaction: http://identifiers.org/seed.reaction/rxn09872	PIt2v
PIt5m	Phosphate transport via hydroxide ion symport  mitochondrial	pi_c + oh1_m <-> oh1_c + pi_m	iMM904; iND750	RHEA: http://identifiers.org/rhea/32823; RHEA: http://identifiers.org/rhea/32824; RHEA: http://identifiers.org/rhea/32825; RHEA: http://identifiers.org/rhea/32826; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-470; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102871; SEED Reaction: http://identifiers.org/seed.reaction/rxn09121; SEED Reaction: http://identifiers.org/seed.reaction/rxn09722; SEED Reaction: http://identifiers.org/seed.reaction/rxn10838; SEED Reaction: http://identifiers.org/seed.reaction/rxn13178	PIt5m
PLBP1I_SCe	Phospholipase B  phosphatidylinositol   yeast specific  extracellular 	h2o_e + 0.005 ptd1ino_SC_e <-> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pi_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143290	PLBP1I_SCe
PLBPC_SCe	Phospholipase B  phosphatidylcholine   yeast specific  extracellular 	h2o_e + 0.005 pc_SC_e <-> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pc_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143291	PLBPC_SCe
PMETM_SC	Phosphatidyl N methylethanolamine N methyltransferase  yeast specific	amet_c + 0.01 ptd2meeta_SC_c <-> ahcys_c + h_c + 0.01 pc_SC_c	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143304	PMETM_SC
PMI1346PS	Diphosphoinositol 1 3 4 6 tetrakisphosphate synthase	atp_c + mi13456p_c <-> adp_c + ppmi1346p_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138712	PMI1346PS
PNP	Purine nucleoside phosphorylase	pi_c + rnam_c <-> h_c + ncam_c + r1p_c	iMM904; RECON1; iMM1415; iHN637; iAT_PLT_636; iCHOv1; iAB_RBC_283; iLJ478; iYO844; Recon3D; iCHOv1_DG44	EC Number: http://identifiers.org/ec-code/2.4.2; EC Number: http://identifiers.org/ec-code/2.4.2.1; BioCyc: http://identifiers.org/biocyc/META:RXN0-7092; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103048; KEGG Reaction: http://identifiers.org/kegg.reaction/R02294; SEED Reaction: http://identifiers.org/seed.reaction/rxn01646	PNP; RIOR
PNTOt2	Pantothenate reversible transport via proton symport	h_e + pnto__R_e <-> h_c + pnto__R_c	iAM_Pv461; iAM_Pk459; iAM_Pb448; iAM_Pc455; iAM_Pf480; iAF692; iYO844; iNF517; iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103053; SEED Reaction: http://identifiers.org/seed.reaction/rxn05308	PNTOt2; PNTOt6
POLYAO	Polyamine oxidase	N1aspmd_c + h2o_c + o2_c <-> aproa_c + aprut_c + h2o2_c	iMM904; iND750; iYS854	RHEA: http://identifiers.org/rhea/26027; RHEA: http://identifiers.org/rhea/26028; RHEA: http://identifiers.org/rhea/26029; RHEA: http://identifiers.org/rhea/26030; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103057; SEED Reaction: http://identifiers.org/seed.reaction/rxn09878	POLYAO
PPPG9tm	Protoporphyrinogen IX mitochondrial transport	pppg9_c <-> pppg9_m	iND750; iMM904; Recon3D; iAM_Pv461; iCHOv1_DG44; iAM_Pb448; iAM_Pc455; iAM_Pk459; iAM_Pf480; iCHOv1; iAT_PLT_636; RECON1; iMM1415	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103127; SEED Reaction: http://identifiers.org/seed.reaction/rxn09721	PPPG9tm
PPPGOm	Protoporphyrinogen oxidase  mitochondrial	3.0 o2_m + 2.0 pppg9_m <-> 6.0 h2o_m + 2.0 ppp9_m	RECON1; iCHOv1; iMM1415; iAT_PLT_636; iCHOv1_DG44; Recon3D; iMM904; iND750	EC Number: http://identifiers.org/ec-code/1.3.3.4; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103128; Reactome Reaction: http://identifiers.org/reactome/R-GGA-421452; SEED Reaction: http://identifiers.org/seed.reaction/rxn02304; SEED Reaction: http://identifiers.org/seed.reaction/rxn09179	PPPGOm
PPYRDC	Phenylpyruvate decarboxylase	h_c + phpyr_c <-> co2_c + pacald_c	iMM904; iNF517; iJN1463	RHEA: http://identifiers.org/rhea/14185; RHEA: http://identifiers.org/rhea/14186; RHEA: http://identifiers.org/rhea/14187; RHEA: http://identifiers.org/rhea/14188; EC Number: http://identifiers.org/ec-code/4.1.1.-; EC Number: http://identifiers.org/ec-code/4.1.1.43; BioCyc: http://identifiers.org/biocyc/META:PHENYLPYRUVATE-DECARBOXYLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR125761; KEGG Reaction: http://identifiers.org/kegg.reaction/R01377; SEED Reaction: http://identifiers.org/seed.reaction/rxn01003	PHPDC; PPYRDC
PROtm	L proline transport  mitochondrial	pro__L_c <-> pro__L_m	Recon3D; iCHOv1_DG44; iMM1415; iCHOv1; iAT_PLT_636; RECON1; iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103213; SEED Reaction: http://identifiers.org/seed.reaction/rxn09193; SEED Reaction: http://identifiers.org/seed.reaction/rxn09720; SEED Reaction: http://identifiers.org/seed.reaction/rxn10945; SEED Reaction: http://identifiers.org/seed.reaction/rxn11339	PROtm
PSERSm_SC	Phosphatidylserine synthase  yeast specific  mitochondrial	0.01 cdpdag_SC_m + ser__L_m <-> cmp_m + h_m + 0.01 ps_SC_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143326	PSERSm_SC
PSPHS	Phytosphingosine synthesis	h_c + nadph_c + o2_c + sphgn_c <-> h2o_c + nadp_c + psphings_c	iMM904; iND750; iRC1080	EC Number: http://identifiers.org/ec-code/1.14.13.169; RHEA: http://identifiers.org/rhea/33519; RHEA: http://identifiers.org/rhea/33520; RHEA: http://identifiers.org/rhea/33521; RHEA: http://identifiers.org/rhea/33522; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103263; SEED Reaction: http://identifiers.org/seed.reaction/rxn04381	PSPHS
PStm_SC	Phosphatidylserine mitochondrial  transport  yeast specific	ps_SC_c <-> ps_SC_m	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103318	PStm_SC
PTD4INOtn_SC	Phosphatidyl 1D myo 4 inositol nuclear transport  yeast specific	ptd4ino_SC_c <-> ptd4ino_SC_n	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103322	PTD4INOtn_SC
PTE10x	Peroxisomal acyl CoA thioesterase	dcacoa_x + h2o_x <-> coa_x + dca_x + h_x	iMM904	EC Number: http://identifiers.org/ec-code/3.1.2.2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99127	PTE10x
PTE2x	Peroxisomal acyl CoA thioesterase	h2o_x + pmtcoa_x <-> coa_x + h_x + hdca_x	iMM904; Recon3D; iMM1415; RECON1; iCHOv1	RHEA: http://identifiers.org/rhea/16645; RHEA: http://identifiers.org/rhea/16646; RHEA: http://identifiers.org/rhea/16647; RHEA: http://identifiers.org/rhea/16648; EC Number: http://identifiers.org/ec-code/3.1.2.2; EC Number: http://identifiers.org/ec-code/3.1.2.22; BioCyc: http://identifiers.org/biocyc/META:PALMITOYL-COA-HYDROLASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99131; KEGG Reaction: http://identifiers.org/kegg.reaction/R01274; SEED Reaction: http://identifiers.org/seed.reaction/rxn00943	PTE2x
PUNP1m	Purine nucleoside phosphorylase  Adenosine   mitochondrial	adn_m + pi_m <-> ade_m + r1p_m	iMM904; iND750	EC Number: http://identifiers.org/ec-code/2.4.2.1; RHEA: http://identifiers.org/rhea/27642; RHEA: http://identifiers.org/rhea/27643; RHEA: http://identifiers.org/rhea/27644; RHEA: http://identifiers.org/rhea/27645; BioCyc: http://identifiers.org/biocyc/META:ADENPHOSPHOR-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103343; KEGG Reaction: http://identifiers.org/kegg.reaction/R01561; SEED Reaction: http://identifiers.org/seed.reaction/rxn01138	PUNP1m
PYDXNO	Pyridoxine oxidase	o2_c + pydxn_c <-> h2o2_c + pydx_c	iND750; iNJ661; iMM904; iJN678; iCHOv1; iLB1027_lipid; iRC1080; iSynCJ816; iCN718; Recon3D; iCHOv1_DG44; iEK1008	EC Number: http://identifiers.org/ec-code/1.1.3.12; EC Number: http://identifiers.org/ec-code/1.4.3.5; RHEA: http://identifiers.org/rhea/15033; RHEA: http://identifiers.org/rhea/15034; RHEA: http://identifiers.org/rhea/15035; RHEA: http://identifiers.org/rhea/15036; BioCyc: http://identifiers.org/biocyc/META:PYRIDOXINE-4-OXIDASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103363; KEGG Reaction: http://identifiers.org/kegg.reaction/R01711; SEED Reaction: http://identifiers.org/seed.reaction/rxn01252	PYDXNO; PYDXNO_c; PYDXNOi; r0389
PYR5CDm	D1 pyrroline 5 carboxylate dehydrogenase  mitochondrial	glu5sa_m + h2o_m + nadp_m <-> glu__L_m + 2.0 h_m + nadph_m	iIS312_Trypomastigote; iIS312_Epimastigote; iIS312; iIS312_Amastigote; iMM904; iND750	EC Number: http://identifiers.org/ec-code/1.5.1.12; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103378; SEED Reaction: http://identifiers.org/seed.reaction/rxn09487	PYR5CDm
PYRDC	Pyruvate decarboxylase	h_c + pyr_c <-> acald_c + co2_c	iIT341; iMM904; iND750; iNJ661; iAF692; iEK1008; iEC1344_C; iEC1364_W; iEC1356_Bl21DE3; iEC1368_DH5a	EC Number: http://identifiers.org/ec-code/4.1.1.1; RHEA: http://identifiers.org/rhea/45484; RHEA: http://identifiers.org/rhea/45485; RHEA: http://identifiers.org/rhea/45486; RHEA: http://identifiers.org/rhea/45487; BioCyc: http://identifiers.org/biocyc/META:RXN-6161; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103379; KEGG Reaction: http://identifiers.org/kegg.reaction/R00224; SEED Reaction: http://identifiers.org/seed.reaction/rxn00168	PYRDC
PYRt2p	Pyruvate peroxisomal transport via proton symport	h_c + pyr_c <-> h_x + pyr_x	iCHOv1_DG44; Recon3D; RECON1; iCHOv1; iMM1415; iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103385; Reactome Reaction: http://identifiers.org/reactome/R-GGA-372359; Reactome Reaction: http://identifiers.org/reactome/R-HSA-372342; Reactome Reaction: http://identifiers.org/reactome/R-RNO-372347; SEED Reaction: http://identifiers.org/seed.reaction/rxn05469; SEED Reaction: http://identifiers.org/seed.reaction/rxn09217; SEED Reaction: http://identifiers.org/seed.reaction/rxn09717; SEED Reaction: http://identifiers.org/seed.reaction/rxn09832	PYRt2p
QUILSYN	Quinolinate Synthase  Eukaryotic 	cmusa_c <-> h_c + h2o_c + quln_c	iMM904; Recon3D; iCHOv1_DG44; RECON1; iCHOv1; iMM1415	RHEA: http://identifiers.org/rhea/25147; RHEA: http://identifiers.org/rhea/25148; RHEA: http://identifiers.org/rhea/25149; RHEA: http://identifiers.org/rhea/25150; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103396; Reactome Reaction: http://identifiers.org/reactome/R-HSA-197187; KEGG Reaction: http://identifiers.org/kegg.reaction/R04293; SEED Reaction: http://identifiers.org/seed.reaction/rxn02989	QUILSYN
QULNtm	Quinolinate reversible mitochondrial transport	quln_c <-> quln_m	iMM904; iND750; iLB1027_lipid	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103401; SEED Reaction: http://identifiers.org/seed.reaction/rxn09716	QULNt_c; QULNtm
RAFGH	Raffinose galactohydrolase	h2o_c + raffin_c <-> gal_c + sucr_c	iCN900; iPC815; iND750; iMM904	EC Number: http://identifiers.org/ec-code/3.2.1; EC Number: http://identifiers.org/ec-code/3.2.1.22; BioCyc: http://identifiers.org/biocyc/META:RXN-11502; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103419; KEGG Reaction: http://identifiers.org/kegg.reaction/R01103; KEGG Reaction: http://identifiers.org/kegg.reaction/R06070; SEED Reaction: http://identifiers.org/seed.reaction/rxn00818	RAFFGALACT; RAFGH
RBFKm	Riboflavin kinase  mitochondrial	atp_m + ribflv_m <-> adp_m + fmn_m + h_m	iMM904; iND750	RHEA: http://identifiers.org/rhea/14357; RHEA: http://identifiers.org/rhea/14358; RHEA: http://identifiers.org/rhea/14359; RHEA: http://identifiers.org/rhea/14360; EC Number: http://identifiers.org/ec-code/2.7.1.26; BioCyc: http://identifiers.org/biocyc/META:RIBOFLAVINKIN-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103429; Reactome Reaction: http://identifiers.org/reactome/R-BTA-196964; Reactome Reaction: http://identifiers.org/reactome/R-CEL-196964; Reactome Reaction: http://identifiers.org/reactome/R-CFA-196964; Reactome Reaction: http://identifiers.org/reactome/R-DME-196964; Reactome Reaction: http://identifiers.org/reactome/R-DRE-196964; Reactome Reaction: http://identifiers.org/reactome/R-GGA-196964; Reactome Reaction: http://identifiers.org/reactome/R-HSA-196964; Reactome Reaction: http://identifiers.org/reactome/R-MMU-196964; Reactome Reaction: http://identifiers.org/reactome/R-PFA-196964; Reactome Reaction: http://identifiers.org/reactome/R-RNO-196964; Reactome Reaction: http://identifiers.org/reactome/R-SCE-196964; Reactome Reaction: http://identifiers.org/reactome/R-SPO-196964; Reactome Reaction: http://identifiers.org/reactome/R-SSC-196964; Reactome Reaction: http://identifiers.org/reactome/R-TGU-196964; Reactome Reaction: http://identifiers.org/reactome/R-XTR-196964; KEGG Reaction: http://identifiers.org/kegg.reaction/R00549; SEED Reaction: http://identifiers.org/seed.reaction/rxn00392	RBFKm
RIBFLVt2	Riboflavin transport in via proton symport	h_e + ribflv_e <-> h_c + ribflv_c	iND750; iMM904; iHN637; iAF692; iYO844; iNF517; iCN900; iYS854	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104030; SEED Reaction: http://identifiers.org/seed.reaction/rxn05645	RIBFLVt2; RIBFLVt6
RIBFLVtm	Riboflavin reversible mitochondrial transport	ribflv_c <-> ribflv_m	iND750; iMM904	RHEA: http://identifiers.org/rhea/35015; RHEA: http://identifiers.org/rhea/35016; RHEA: http://identifiers.org/rhea/35017; RHEA: http://identifiers.org/rhea/35018; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104033; Reactome Reaction: http://identifiers.org/reactome/R-BTA-3165230; Reactome Reaction: http://identifiers.org/reactome/R-CEL-3165230; Reactome Reaction: http://identifiers.org/reactome/R-CFA-3165230; Reactome Reaction: http://identifiers.org/reactome/R-DME-3165230; Reactome Reaction: http://identifiers.org/reactome/R-DRE-3165230; Reactome Reaction: http://identifiers.org/reactome/R-GGA-3165230; Reactome Reaction: http://identifiers.org/reactome/R-HSA-3165230; Reactome Reaction: http://identifiers.org/reactome/R-MMU-3165230; Reactome Reaction: http://identifiers.org/reactome/R-RNO-3165230; Reactome Reaction: http://identifiers.org/reactome/R-SSC-3165230; Reactome Reaction: http://identifiers.org/reactome/R-TGU-3165230; Reactome Reaction: http://identifiers.org/reactome/R-XTR-3165230; SEED Reaction: http://identifiers.org/seed.reaction/rxn05224; SEED Reaction: http://identifiers.org/seed.reaction/rxn09715	RIBFLVtm
RNDR1n	Ribonucleoside diphosphate reductase  nuclear	adp_n + trdrd_n <-> dadp_n + h2o_n + trdox_n	iND750; iMM904	EC Number: http://identifiers.org/ec-code/1.17.4.1; BioCyc: http://identifiers.org/biocyc/META:ADPREDUCT-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104060; KEGG Reaction: http://identifiers.org/kegg.reaction/R02017; SEED Reaction: http://identifiers.org/seed.reaction/rxn05231	RNDR1n
RNDR3n	Ribonucleoside diphosphate reductase  CDP   nuclear	cdp_n + trdrd_n <-> dcdp_n + h2o_n + trdox_n	iMM904; iND750	EC Number: http://identifiers.org/ec-code/1.17.4.1; BioCyc: http://identifiers.org/biocyc/META:CDPREDUCT-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104064; KEGG Reaction: http://identifiers.org/kegg.reaction/R02024; SEED Reaction: http://identifiers.org/seed.reaction/rxn06076	RNDR3n
RNDR4n	Ribonucleoside diphosphate reductase  UDP   nuclear	trdrd_n + udp_n <-> dudp_n + h2o_n + trdox_n	iMM904; iND750	EC Number: http://identifiers.org/ec-code/1.17.4.1; BioCyc: http://identifiers.org/biocyc/META:UDPREDUCT-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104066; KEGG Reaction: http://identifiers.org/kegg.reaction/R02018; SEED Reaction: http://identifiers.org/seed.reaction/rxn06075	RNDR4n
