bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
ctp_c	ctp	CTP C9H12N3O14P3	iJN746; iEC042_1314; iSF_1195; iEC55989_1330; iAPECO1_1312; iIT341; iJO1366; iAF1260; iSB619; iB21_1397; iE2348C_1286; iPC815; iMM904; ic_1306; iND750; iNJ661; iBWG_1329; iECBD_1354; iECABU_c1320; iECB_1328; iECD_1391; iEcDH1_1363; iECDH1ME8569_1439; iECDH10B_1368; iEcE24377_1341; iECED1_1282; iECH74115_1262; iEcHS_1320; iECW_1372; iG2583_1286; iETEC_1333; iECSP_1301; iS_1188; iLF82_1304; iEKO11_1354; iECUMN_1333; iECSF_1327; iEcSMS35_1347; iNRG857_1313; iSbBS512_1146; iAM_Pv461; iYS1720; iIS312_Amastigote; iIS312_Trypomastigote; iEC1344_C; iCN900; iSynCJ816; iAM_Pf480; iAM_Pk459; iAM_Pb448; iEC1372_W3110; iCN718; iIS312_Epimastigote; iEC1368_DH5a; iAM_Pc455; iIS312; iJN1463; iSBO_1134; iUMN146_1321; iJR904; iZ_1308; iSFV_1184; iSDY_1059; iUMNK88_1353; iSFxv_1172; iWFL_1372; iSSON_1240; iYL1228; iUTI89_1310; iECO103_1326; iECSE_1348; iECNA114_1301; iECOK1_1307; iECO26_1355; iECS88_1305; iECIAI39_1322; iEcolC_1368; iECO111_1330; iECIAI1_1343; iECs_1301; iECP_1309; iJN678; iAF987; iMM1415; iHN637; iCHOv1; iAF1260b; iAF692; iAT_PLT_636; iAB_RBC_283; RECON1; STM_v1_0; iRC1080; iYO844; iY75_1357; iLJ478; Recon3D; iML1515; iNF517; iEC1364_W; iJB785; iEC1356_Bl21DE3; iLB1027_lipid; iCHOv1_DG44; iEK1008; iYS854; iEC1349_Crooks	Reactome Compound: http://identifiers.org/reactome/R-ALL-110577; Reactome Compound: http://identifiers.org/reactome/R-ALL-110614; Reactome Compound: http://identifiers.org/reactome/R-ALL-29470; KEGG Compound: http://identifiers.org/kegg.compound/C00063; CHEBI: http://identifiers.org/chebi/CHEBI:13286; CHEBI: http://identifiers.org/chebi/CHEBI:17677; CHEBI: http://identifiers.org/chebi/CHEBI:23522; CHEBI: http://identifiers.org/chebi/CHEBI:3285; CHEBI: http://identifiers.org/chebi/CHEBI:37563; CHEBI: http://identifiers.org/chebi/CHEBI:41675; CHEBI: http://identifiers.org/chebi/CHEBI:58231; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00082; BioCyc: http://identifiers.org/biocyc/META:CTP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM63; InChI Key: https://identifiers.org/inchikey/PCDQPRRSZKQHHS-XVFCMESISA-J; SEED Compound: http://identifiers.org/seed.compound/cpd00052	ctp; ctp[c]; ctp_c
cu2_c	cu2	Copper	iECNA114_1301; iECP_1309; iECIAI1_1343; iECIAI39_1322; iEcolC_1368; iECO103_1326; iECOK1_1307; iECO26_1355; iECSE_1348; iECO111_1330; iECS88_1305; iECs_1301; iAPECO1_1312; iAF1260; iSF_1195; iBWG_1329; iEC042_1314; iJO1366; iEC55989_1330; iSB619; iNJ661; iE2348C_1286; ic_1306; iPC815; iB21_1397; iCN900; iAM_Pc455; iEC1368_DH5a; iAM_Pb448; iEC1344_C; iEC1372_W3110; iSynCJ816; iJN1463; iAM_Pf480; iAM_Pk459; iYS1720; iAM_Pv461; iYS854; iJB785; iEK1008; iEC1356_Bl21DE3; iEC1349_Crooks; iML1515; iEC1364_W; iECED1_1282; iEcDH1_1363; iEcHS_1320; iEcE24377_1341; iECDH1ME8569_1439; iECB_1328; iECH74115_1262; iECD_1391; iECABU_c1320; iECBD_1354; iECDH10B_1368; iSFV_1184; iWFL_1372; iUMNK88_1353; iSBO_1134; iSDY_1059; iUTI89_1310; iUMN146_1321; iSSON_1240; iZ_1308; iSFxv_1172; iYL1228; iECW_1372; iLF82_1304; iEKO11_1354; iSbBS512_1146; iECSF_1327; iECUMN_1333; iS_1188; iEcSMS35_1347; iETEC_1333; iECSP_1301; iG2583_1286; iNRG857_1313; iAF987; iYO844; iAF692; iY75_1357; iJN678; iHN637; STM_v1_0; iAF1260b	Reactome Compound: http://identifiers.org/reactome/R-ALL-209799; Reactome Compound: http://identifiers.org/reactome/R-ALL-437295; Reactome Compound: http://identifiers.org/reactome/R-ALL-936901; KEGG Compound: http://identifiers.org/kegg.compound/C00070; CHEBI: http://identifiers.org/chebi/CHEBI:20882; CHEBI: http://identifiers.org/chebi/CHEBI:23380; CHEBI: http://identifiers.org/chebi/CHEBI:29036; CHEBI: http://identifiers.org/chebi/CHEBI:49550; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00657; InChI Key: https://identifiers.org/inchikey/JPVYNHNXODAKFH-UHFFFAOYSA-N; BioCyc: http://identifiers.org/biocyc/META:CU+2; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM632; SEED Compound: http://identifiers.org/seed.compound/cpd00058	cu2; cu2[c]; cu2_c
cys__D_c	cys__D	D-Cysteine	iG2583_1286; iEcSMS35_1347; iECSE_1348; iECSP_1301; iECW_1372; iETEC_1333; iEKO11_1354; iLF82_1304; iECSF_1327; iECUMN_1333; iS_1188; iNRG857_1313; iAF1260b; iY75_1357; iECO26_1355; iECIAI39_1322; iECNA114_1301; iECS88_1305; iECOK1_1307; iECP_1309; iEcolC_1368; iECO103_1326; iECO111_1330; iECs_1301; iECIAI1_1343; iUMN146_1321; iSFV_1184; iSSON_1240; iSFxv_1172; iYL1228; iUMNK88_1353; iSDY_1059; iZ_1308; iUTI89_1310; iWFL_1372; iSbBS512_1146; iSBO_1134; iEC1356_Bl21DE3; iEC1349_Crooks; iML1515; iEC1344_C; iEC1372_W3110; iCN718; iEC1368_DH5a; iEC1364_W; iYS1720; iJN1463; iPC815; iJO1366; iSF_1195; iAPECO1_1312; iB21_1397; iBWG_1329; ic_1306; iE2348C_1286; iEC042_1314; iAF1260; iECD_1391; iECDH1ME8569_1439; iECBD_1354; iEcDH1_1363; iEC55989_1330; iECB_1328; iECDH10B_1368; iECED1_1282; iECABU_c1320; iEcHS_1320; iECH74115_1262; iEcE24377_1341	KEGG Compound: http://identifiers.org/kegg.compound/C00793; CHEBI: http://identifiers.org/chebi/CHEBI:12919; CHEBI: http://identifiers.org/chebi/CHEBI:16375; CHEBI: http://identifiers.org/chebi/CHEBI:20921; CHEBI: http://identifiers.org/chebi/CHEBI:32449; CHEBI: http://identifiers.org/chebi/CHEBI:32450; CHEBI: http://identifiers.org/chebi/CHEBI:32451; CHEBI: http://identifiers.org/chebi/CHEBI:35236; CHEBI: http://identifiers.org/chebi/CHEBI:4111; CHEBI: http://identifiers.org/chebi/CHEBI:41887; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03417; BioCyc: http://identifiers.org/biocyc/META:D-CYSTEINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2112; InChI Key: https://identifiers.org/inchikey/XUJNEKJLAYXESH-UWTATZPHSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd00587	cys_DASH_D_c; cys_D_c; cys__D; cys__D_c
cystrna_c	cystrna	L-Cysteinyl-tRNA(Cys)	iAF1260; iEC042_1314; iSB619; iPC815; iAPECO1_1312; iBWG_1329; iND750; iJN746; iB21_1397; iMM904; iJO1366; iE2348C_1286; ic_1306; iSF_1195; iECB_1328; iECED1_1282; iECD_1391; iEcE24377_1341; iEC55989_1330; iEcHS_1320; iECABU_c1320; iECBD_1354; iECDH1ME8569_1439; iECDH10B_1368; iECH74115_1262; iEcDH1_1363; iS_1188; iNRG857_1313; iEcSMS35_1347; iEKO11_1354; iECUMN_1333; iECSE_1348; iECSF_1327; iLF82_1304; iECSP_1301; iETEC_1333; iG2583_1286; iECW_1372; iCN900; iEC1364_W; iJN1463; iIS312; iCN718; iEC1372_W3110; iSynCJ816; iEC1344_C; iEC1368_DH5a; iIS312_Amastigote; iYS1720; iIS312_Epimastigote; iIS312_Trypomastigote; iSbBS512_1146; iZ_1308; iUTI89_1310; iSFxv_1172; iUMNK88_1353; iYL1228; iSDY_1059; iUMN146_1321; iSBO_1134; iWFL_1372; iSFV_1184; iSSON_1240; iECP_1309; iECNA114_1301; iECIAI1_1343; iECO26_1355; iECIAI39_1322; iECS88_1305; iEcolC_1368; iECOK1_1307; iECO103_1326; iECO111_1330; iECs_1301; iJN678; iAF692; iAF1260b; iY75_1357; STM_v1_0; iRC1080; iLJ478; iAF987; iJB785; iEK1008; iYS854; iNF517; iEC1356_Bl21DE3; iEC1349_Crooks; iLB1027_lipid	Reactome Compound: http://identifiers.org/reactome/R-ALL-379713; Reactome Compound: http://identifiers.org/reactome/R-ALL-379719; KEGG Compound: http://identifiers.org/kegg.compound/C03125; CHEBI: http://identifiers.org/chebi/CHEBI:13096; CHEBI: http://identifiers.org/chebi/CHEBI:29152; CHEBI: http://identifiers.org/chebi/CHEBI:6208; CHEBI: http://identifiers.org/chebi/CHEBI:74764; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM155005; SEED Compound: http://identifiers.org/seed.compound/cpd12255	cystrna; cystrna[c]; cystrna_c
dann_c	dann	7,8-Diaminononanoate	iECDH1ME8569_1439; iECH74115_1262; iEcDH1_1363; iEC55989_1330; iECDH10B_1368; iECED1_1282; iECABU_c1320; iEcE24377_1341; iEcHS_1320; iECB_1328; iECBD_1354; iECD_1391; iSSON_1240; iYL1228; iWFL_1372; iSDY_1059; iSbBS512_1146; iSBO_1134; iSFxv_1172; iUMNK88_1353; iSFV_1184; iUTI89_1310; iUMN146_1321; iZ_1308; iJR904; STM_v1_0; iYO844; iAF692; iAF1260b; iJN678; iY75_1357; iAF987; iECW_1372; iS_1188; iLF82_1304; iEKO11_1354; iECSP_1301; iEcSMS35_1347; iETEC_1333; iECSE_1348; iECSF_1327; iECUMN_1333; iG2583_1286; iNRG857_1313; iECIAI1_1343; iEcolC_1368; iECO103_1326; iECOK1_1307; iECP_1309; iECNA114_1301; iECO26_1355; iECs_1301; iECS88_1305; iECIAI39_1322; iECO111_1330; iND750; iAPECO1_1312; iEC042_1314; iE2348C_1286; iB21_1397; ic_1306; iMM904; iIT341; iAF1260; iBWG_1329; iJO1366; iSF_1195; iNJ661; iSB619; iPC815; iYS854; iJB785; iEC1349_Crooks; iEK1008; iML1515; iEC1356_Bl21DE3; iEC1364_W; iEC1372_W3110; iYS1720; iEC1344_C; iCN718; iSynCJ816; iJN1463; iEC1368_DH5a	KEGG Compound: http://identifiers.org/kegg.compound/C01037; CHEBI: http://identifiers.org/chebi/CHEBI:12242; CHEBI: http://identifiers.org/chebi/CHEBI:17830; CHEBI: http://identifiers.org/chebi/CHEBI:20765; CHEBI: http://identifiers.org/chebi/CHEBI:2247; CHEBI: http://identifiers.org/chebi/CHEBI:58500; InChI Key: https://identifiers.org/inchikey/KCEGBPIYGIWCDH-UHFFFAOYSA-O; LipidMaps: http://identifiers.org/lipidmaps/LMFA01100062; BioCyc: http://identifiers.org/biocyc/META:DIAMINONONANOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1140; SEED Compound: http://identifiers.org/seed.compound/cpd00764	dann; dann_c
db4p_c	db4p	3,4-dihydroxy-2-butanone 4-phosphate	ic_1306; iPC815; iAPECO1_1312; iJO1366; iAF1260; iSF_1195; iEC042_1314; iBWG_1329; iB21_1397; iNJ661; iE2348C_1286; iSB619; iJN746; iND750; iMM904; iIT341; iEcDH1_1363; iEcE24377_1341; iECDH1ME8569_1439; iECED1_1282; iECD_1391; iECDH10B_1368; iECB_1328; iEcHS_1320; iECH74115_1262; iECABU_c1320; iECBD_1354; iEC55989_1330; iECW_1372; iLF82_1304; iETEC_1333; iECSP_1301; iEcSMS35_1347; iECSE_1348; iNRG857_1313; iECSF_1327; iEKO11_1354; iG2583_1286; iECUMN_1333; iS_1188; iEC1344_C; iEC1364_W; iCN718; iEC1372_W3110; iEC1368_DH5a; iJN1463; iSynCJ816; iYS1720; iCN900; iZ_1308; iUMN146_1321; iUTI89_1310; iYL1228; iSDY_1059; iSFV_1184; iSFxv_1172; iSbBS512_1146; iSSON_1240; iUMNK88_1353; iJR904; iSBO_1134; iWFL_1372; iECs_1301; iECS88_1305; iECO26_1355; iECO111_1330; iECIAI39_1322; iECO103_1326; iECOK1_1307; iECP_1309; iECIAI1_1343; iECNA114_1301; iEcolC_1368; iJN678; iAF692; STM_v1_0; iHN637; iLJ478; iY75_1357; iAF1260b; iAF987; iYO844; iNF517; iJB785; iYS854; iML1515; iEK1008; iEC1349_Crooks; iEC1356_Bl21DE3	KEGG Compound: http://identifiers.org/kegg.compound/C15556; CHEBI: http://identifiers.org/chebi/CHEBI:50606; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2323; InChI Key: https://identifiers.org/inchikey/OKYHYXLCTGGOLM-UHFFFAOYSA-L; SEED Compound: http://identifiers.org/seed.compound/cpd11225	db4p; db4p[c]; db4p_c
dcaACP_c	dcaACP	Decanoyl-ACP (n-C10:0ACP)	iAF987; iY75_1357; iCHOv1; iJN678; iHN637; iAF1260b; STM_v1_0; iLJ478; iYS854; iEC1364_W; iEC1349_Crooks; iJB785; iML1515; iCHOv1_DG44; iEC1356_Bl21DE3; iAF1260; iSF_1195; ic_1306; iJO1366; iB21_1397; iAPECO1_1312; iJN746; iPC815; iE2348C_1286; iBWG_1329; iEC042_1314; iECO26_1355; iECO103_1326; iECOK1_1307; iECP_1309; iECSE_1348; iECs_1301; iECIAI39_1322; iECO111_1330; iECNA114_1301; iECIAI1_1343; iEcolC_1368; iECS88_1305; iYS1720; iEC1368_DH5a; iJN1463; iSynCJ816; iEC1344_C; iEC1372_W3110; iEKO11_1354; iETEC_1333; iG2583_1286; iECUMN_1333; iS_1188; iECW_1372; iEcSMS35_1347; iLF82_1304; iECSP_1301; iNRG857_1313; iECSF_1327; iECDH1ME8569_1439; iEC55989_1330; iEcHS_1320; iECABU_c1320; iECED1_1282; iECD_1391; iECB_1328; iEcE24377_1341; iECBD_1354; iECDH10B_1368; iECH74115_1262; iEcDH1_1363; iUMNK88_1353; iWFL_1372; iSFxv_1172; iZ_1308; iYL1228; iSbBS512_1146; iSSON_1240; iUTI89_1310; iSDY_1059; iSBO_1134; iUMN146_1321; iSFV_1184	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90236	dcaACP; dcaACP[c]; dcaACP_c
dcyt_c	dcyt	Deoxycytidine	iML1515; iNF517; iCHOv1_DG44; iEC1356_Bl21DE3; iYS854; iEC1349_Crooks; Recon3D; iEK1008; iJN1463; iEC1364_W; iEC1344_C; iEC1368_DH5a; iYS1720; iEC1372_W3110; iCN900; iCN718; iEcDH1_1363; iEcE24377_1341; iECDH1ME8569_1439; iECB_1328; iECBD_1354; iECDH10B_1368; iEcHS_1320; iECH74115_1262; iEC55989_1330; iECD_1391; iECED1_1282; iECABU_c1320; iAPECO1_1312; iMM904; iEC042_1314; iB21_1397; iBWG_1329; ic_1306; iE2348C_1286; iJN746; iND750; iJO1366; iNJ661; iSF_1195; iIT341; iPC815; iAF1260; iLF82_1304; iECUMN_1333; iG2583_1286; iECSE_1348; iETEC_1333; iECW_1372; iEcSMS35_1347; iS_1188; iNRG857_1313; iEKO11_1354; iECSP_1301; iECSF_1327; iRC1080; iCHOv1; iHN637; STM_v1_0; iLJ478; iYO844; iAF1260b; iY75_1357; iMM1415; RECON1; iWFL_1372; iSBO_1134; iZ_1308; iSDY_1059; iSFV_1184; iUTI89_1310; iSbBS512_1146; iSFxv_1172; iUMN146_1321; iUMNK88_1353; iSSON_1240; iJR904; iYL1228; iECNA114_1301; iECP_1309; iEcolC_1368; iECIAI1_1343; iECS88_1305; iECs_1301; iECIAI39_1322; iECO111_1330; iECO103_1326; iECOK1_1307; iECO26_1355	Reactome Compound: http://identifiers.org/reactome/R-ALL-500829; KEGG Compound: http://identifiers.org/kegg.compound/C00881; CHEBI: http://identifiers.org/chebi/CHEBI:15698; CHEBI: http://identifiers.org/chebi/CHEBI:19240; CHEBI: http://identifiers.org/chebi/CHEBI:41417; CHEBI: http://identifiers.org/chebi/CHEBI:41430; CHEBI: http://identifiers.org/chebi/CHEBI:41434; CHEBI: http://identifiers.org/chebi/CHEBI:41806; CHEBI: http://identifiers.org/chebi/CHEBI:4407; InChI Key: https://identifiers.org/inchikey/CKTSBUTUHBMZGZ-SHYZEUOFSA-N; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00014; BioCyc: http://identifiers.org/biocyc/META:DEOXYCYTIDINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM704; SEED Compound: http://identifiers.org/seed.compound/cpd00654	dcyt; dcyt[c]; dcyt_c
ddcacoa_c	ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	iNRG857_1313; iEcSMS35_1347; iEKO11_1354; iLF82_1304; iS_1188; iG2583_1286; iECW_1372; iECSP_1301; iECUMN_1333; iETEC_1333; iECSF_1327; iAT_PLT_636; iAF1260b; iY75_1357; iAF987; iMM1415; STM_v1_0; RECON1; iECOK1_1307; iECO103_1326; iECP_1309; iECIAI1_1343; iECNA114_1301; iECO111_1330; iECs_1301; iECS88_1305; iECO26_1355; iEcolC_1368; iECIAI39_1322; iECSE_1348; iZ_1308; iYL1228; iSDY_1059; iSSON_1240; iUMN146_1321; iSFxv_1172; iUMNK88_1353; iSFV_1184; iSbBS512_1146; iUTI89_1310; iSBO_1134; iWFL_1372; Recon3D; iML1515; iEC1364_W; iEC1356_Bl21DE3; iEC1349_Crooks; iAM_Pv461; iAM_Pf480; iYS1720; iAM_Pk459; iEC1368_DH5a; iEC1372_W3110; iAM_Pb448; iJN1463; iAM_Pc455; iEC1344_C; iSF_1195; iMM904; iE2348C_1286; iAF1260; iSB619; iND750; iEC042_1314; iJO1366; ic_1306; iPC815; iAPECO1_1312; iB21_1397; iBWG_1329; iJN746; iECABU_c1320; iECDH1ME8569_1439; iEcDH1_1363; iEcHS_1320; iECED1_1282; iECBD_1354; iEC55989_1330; iECH74115_1262; iECD_1391; iECB_1328; iECDH10B_1368; iEcE24377_1341	Reactome Compound: http://identifiers.org/reactome/R-ALL-77261; KEGG Compound: http://identifiers.org/kegg.compound/C01832; CHEBI: http://identifiers.org/chebi/CHEBI:14188; CHEBI: http://identifiers.org/chebi/CHEBI:14501; CHEBI: http://identifiers.org/chebi/CHEBI:15521; CHEBI: http://identifiers.org/chebi/CHEBI:25014; CHEBI: http://identifiers.org/chebi/CHEBI:41874; CHEBI: http://identifiers.org/chebi/CHEBI:57375; CHEBI: http://identifiers.org/chebi/CHEBI:6392; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03571; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050005; LipidMaps: http://identifiers.org/lipidmaps/LMFA07050340; BioCyc: http://identifiers.org/biocyc/META:LAUROYLCOA-CPD; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM363; InChI Key: https://identifiers.org/inchikey/YMCXGHLSVALICC-GMHMEAMDSA-J; SEED Compound: http://identifiers.org/seed.compound/cpd01260	ddcacoa; ddcacoa[c]; ddcacoa_c
ddcap_c	ddcap	Dodecanoly-phosphate (n-C12:0)	iEC55989_1330; iEcE24377_1341; iECD_1391; iEcHS_1320; iECB_1328; iECABU_c1320; iECBD_1354; iEcDH1_1363; iECDH10B_1368; iECED1_1282; iECDH1ME8569_1439; iECH74115_1262; iUMNK88_1353; iUTI89_1310; iSFV_1184; iSBO_1134; iUMN146_1321; iZ_1308; iSDY_1059; iSFxv_1172; iSSON_1240; iWFL_1372; iSbBS512_1146; iAF987; iY75_1357; iECUMN_1333; iNRG857_1313; iS_1188; iLF82_1304; iECSP_1301; iEcSMS35_1347; iETEC_1333; iEKO11_1354; iECW_1372; iECSE_1348; iECSF_1327; iG2583_1286; iEcolC_1368; iECO26_1355; iECIAI39_1322; iECS88_1305; iECP_1309; iECNA114_1301; iECO103_1326; iECIAI1_1343; iECOK1_1307; iECs_1301; iECO111_1330; iBWG_1329; iB21_1397; iJO1366; ic_1306; iEC042_1314; iAPECO1_1312; iE2348C_1286; iSF_1195; iEC1364_W; iEC1356_Bl21DE3; iEC1349_Crooks; iML1515; iEC1368_DH5a; iJN1463; iEC1344_C; iEC1372_W3110	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM147470	ddcap; ddcap_c
dgmp_c	dgmp	DGMP C10H12N5O7P	iE2348C_1286; iAPECO1_1312; iJO1366; iNJ661; iBWG_1329; iMM904; iAF1260; ic_1306; iEC042_1314; iND750; iSF_1195; iSB619; iPC815; iJN746; iB21_1397; iIT341; iEC55989_1330; iEcDH1_1363; iECABU_c1320; iECB_1328; iEcE24377_1341; iECH74115_1262; iECDH1ME8569_1439; iEcHS_1320; iECD_1391; iECBD_1354; iECED1_1282; iECDH10B_1368; iEcSMS35_1347; iECSE_1348; iG2583_1286; iS_1188; iECUMN_1333; iECSF_1327; iECSP_1301; iLF82_1304; iECW_1372; iNRG857_1313; iETEC_1333; iEKO11_1354; iAM_Pk459; iEC1372_W3110; iEC1368_DH5a; iAM_Pc455; iIS312_Trypomastigote; iAM_Pf480; iAM_Pb448; iIS312_Amastigote; iJN1463; iCN900; iEC1344_C; iIS312; iIS312_Epimastigote; iYS1720; iCN718; iEC1364_W; iAM_Pv461; iUMNK88_1353; iSFxv_1172; iJR904; iUMN146_1321; iUTI89_1310; iSDY_1059; iSFV_1184; iSbBS512_1146; iSBO_1134; iYL1228; iWFL_1372; iSSON_1240; iZ_1308; iECO111_1330; iECIAI39_1322; iECNA114_1301; iECO26_1355; iECP_1309; iECS88_1305; iEcolC_1368; iECO103_1326; iECs_1301; iECIAI1_1343; iECOK1_1307; iRC1080; iAF1260b; iHN637; iYO844; iY75_1357; STM_v1_0; iMM1415; iLJ478; RECON1; iCHOv1; iAF987; iLB1027_lipid; iEC1356_Bl21DE3; iYS854; Recon3D; iML1515; iEC1349_Crooks; iNF517; iCHOv1_DG44; iEK1008	Reactome Compound: http://identifiers.org/reactome/R-ALL-500071; KEGG Compound: http://identifiers.org/kegg.compound/C00362; CHEBI: http://identifiers.org/chebi/CHEBI:10496; CHEBI: http://identifiers.org/chebi/CHEBI:14074; CHEBI: http://identifiers.org/chebi/CHEBI:16192; CHEBI: http://identifiers.org/chebi/CHEBI:19246; CHEBI: http://identifiers.org/chebi/CHEBI:41902; CHEBI: http://identifiers.org/chebi/CHEBI:41939; CHEBI: http://identifiers.org/chebi/CHEBI:41944; CHEBI: http://identifiers.org/chebi/CHEBI:42676; CHEBI: http://identifiers.org/chebi/CHEBI:42726; CHEBI: http://identifiers.org/chebi/CHEBI:42733; CHEBI: http://identifiers.org/chebi/CHEBI:45049; CHEBI: http://identifiers.org/chebi/CHEBI:47449; CHEBI: http://identifiers.org/chebi/CHEBI:57673; InChI Key: https://identifiers.org/inchikey/LTFMZDNNPPEQNG-KVQBGUIXSA-L; BioCyc: http://identifiers.org/biocyc/META:DGMP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM546; SEED Compound: http://identifiers.org/seed.compound/cpd00296	dgmp; dgmp[c]; dgmp_c
dhgly_c	dhgly	Dehydroglycine	iSF_1195; iBWG_1329; iE2348C_1286; ic_1306; iJO1366; iEC042_1314; iB21_1397; iAPECO1_1312; iECDH10B_1368; iECB_1328; iECABU_c1320; iECH74115_1262; iEC55989_1330; iECED1_1282; iECD_1391; iEcE24377_1341; iECDH1ME8569_1439; iECBD_1354; iEcDH1_1363; iG2583_1286; iECSP_1301; iLF82_1304; iECSE_1348; iECW_1372; iEcSMS35_1347; iEKO11_1354; iECUMN_1333; iNRG857_1313; iECSF_1327; iS_1188; iETEC_1333; iEC1364_W; iYS1720; iEC1372_W3110; iEC1368_DH5a; iEC1344_C; iZ_1308; iSSON_1240; iSBO_1134; iUMN146_1321; iUTI89_1310; iSFV_1184; iSFxv_1172; iSDY_1059; iWFL_1372; iSbBS512_1146; iUMNK88_1353; iECS88_1305; iECO103_1326; iEcolC_1368; iECP_1309; iEcHS_1320; iECIAI1_1343; iECOK1_1307; iECs_1301; iECO26_1355; iECO111_1330; iECIAI39_1322; iECNA114_1301; iAF987; iY75_1357; iEC1349_Crooks; iML1515; iEC1356_Bl21DE3	KEGG Compound: http://identifiers.org/kegg.compound/C15809; CHEBI: http://identifiers.org/chebi/CHEBI:53647; CHEBI: http://identifiers.org/chebi/CHEBI:53664; CHEBI: http://identifiers.org/chebi/CHEBI:77846; BioCyc: http://identifiers.org/biocyc/META:CPD-12279; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1984; InChI Key: https://identifiers.org/inchikey/TVMUHOAONWHJBV-UHFFFAOYSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd14545	dhgly; dhgly_c
dhna_c	dhna	1,4-Dihydroxy-2-naphthoate	iAF1260b; iY75_1357; iJN678; iHN637; iAF987; STM_v1_0; iYO844; iEK1008; iEC1356_Bl21DE3; iNF517; iML1515; iEC1349_Crooks; iJB785; iYS854; iEC042_1314; iAPECO1_1312; iAF1260; iB21_1397; ic_1306; iNJ661; iE2348C_1286; iSF_1195; iBWG_1329; iJO1366; iIT341; iPC815; iSB619; iEcolC_1368; iECS88_1305; iECP_1309; iECIAI39_1322; iECO26_1355; iECO111_1330; iECs_1301; iECO103_1326; iECIAI1_1343; iECOK1_1307; iECNA114_1301; iCN900; iEC1364_W; iAM_Pb448; iAM_Pv461; iYS1720; iSynCJ816; iEC1368_DH5a; iAM_Pc455; iAM_Pf480; iEC1344_C; iEC1372_W3110; iAM_Pk459; iCN718; iNRG857_1313; iLF82_1304; iECW_1372; iECSE_1348; iECSF_1327; iS_1188; iETEC_1333; iG2583_1286; iEcSMS35_1347; iEKO11_1354; iECUMN_1333; iECSP_1301; iECH74115_1262; iECB_1328; iECBD_1354; iECDH10B_1368; iEcE24377_1341; iEcHS_1320; iEC55989_1330; iEcDH1_1363; iECDH1ME8569_1439; iECD_1391; iECABU_c1320; iECED1_1282; iSFxv_1172; iSFV_1184; iUMN146_1321; iSbBS512_1146; iUTI89_1310; iZ_1308; iSBO_1134; iYL1228; iWFL_1372; iUMNK88_1353; iSSON_1240; iSDY_1059; iJR904	KEGG Compound: http://identifiers.org/kegg.compound/C03657; CHEBI: http://identifiers.org/chebi/CHEBI:11173; CHEBI: http://identifiers.org/chebi/CHEBI:18094; CHEBI: http://identifiers.org/chebi/CHEBI:18933; CHEBI: http://identifiers.org/chebi/CHEBI:539; BioCyc: http://identifiers.org/biocyc/META:DIHYDROXYNAPHTHOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM552; InChI Key: https://identifiers.org/inchikey/VOJUXHHACRXLTD-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd02295	dhna; dhna[c]; dhna_c
